gps_time,gps_seconds,baseline_length(m),heading(deg),pitch(deg),hdg_stdev(deg),ptch_stdev(deg),num_sats_used,sol_source,solution_status,position_type
2021-04-22 15:14:28.349,1303571668.350000,-1.0000000,135.7825775,0.1628967,0.2450714,0.4621358,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:28.400,1303571668.400000,-1.0000000,135.7256012,-0.1369934,0.2449661,0.4625625,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:28.450,1303571668.450000,-1.0000000,135.8117065,-0.4508972,0.2447720,0.4629192,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:28.500,1303571668.500000,-1.0000000,135.7992554,-0.3803101,0.2449895,0.4634749,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:28.549,1303571668.550000,-1.0000000,135.7396545,-0.1394958,0.2444368,0.4624915,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:28.599,1303571668.600000,-1.0000000,135.8252716,-0.2461853,0.2440956,0.4615876,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:28.650,1303571668.650000,-1.0000000,135.7531586,-0.2346191,0.2439269,0.4617732,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:28.700,1303571668.700000,-1.0000000,135.8110657,-0.1996155,0.2442360,0.4625754,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:28.750,1303571668.750000,-1.0000000,135.7808380,-0.3051147,0.2448608,0.4635904,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:28.799,1303571668.800000,-1.0000000,135.8672485,-0.1628723,0.2455055,0.4650324,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:28.849,1303571668.850000,-1.0000000,135.8298492,-0.2738342,0.2455334,0.4655321,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:28.900,1303571668.900000,-1.0000000,135.7642975,-0.0824585,0.2446341,0.4638200,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:28.950,1303571668.950000,-1.0000000,135.8292999,-0.3384705,0.2443870,0.4633400,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:29.000,1303571669.000000,-1.0000000,135.8580627,-0.3091125,0.2446652,0.4640327,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:29.049,1303571669.050000,-1.0000000,135.8434296,-0.1557007,0.2445228,0.4632781,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:29.099,1303571669.100000,-1.0000000,135.8144073,-0.3353271,0.2458372,0.4655928,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:29.150,1303571669.150000,-1.0000000,135.7436676,-0.2249451,0.2449210,0.4640077,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:29.200,1303571669.200000,-1.0000000,135.8079224,-0.4933777,0.2457389,0.4654467,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:29.250,1303571669.250000,-1.0000000,135.8874817,-0.3021851,0.2446077,0.4636392,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:29.299,1303571669.300000,-1.0000000,135.8867035,-0.2322693,0.2449854,0.4645602,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:29.349,1303571669.350000,-1.0000000,135.8372345,-0.2430420,0.2457161,0.4657493,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:29.400,1303571669.400000,-1.0000000,135.8648529,-0.4754333,0.2463035,0.4670730,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:29.450,1303571669.450000,-1.0000000,135.8501587,-0.2352600,0.2458478,0.4661090,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:29.500,1303571669.500000,-1.0000000,135.9091492,-0.1515808,0.2466748,0.4673098,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:29.549,1303571669.550000,-1.0000000,135.7167206,-0.2814331,0.2464573,0.4673932,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:29.599,1303571669.600000,-1.0000000,135.7741394,-0.3822021,0.2466481,0.4675582,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:29.650,1303571669.650000,-1.0000000,135.8528595,-0.2887878,0.2466596,0.4675127,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:29.700,1303571669.700000,-1.0000000,135.8450317,-0.2493896,0.2484900,0.4696538,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:29.750,1303571669.750000,-1.0000000,135.6984253,-0.0194092,0.2484063,0.4696137,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:29.799,1303571669.800000,-1.0000000,135.8429565,-0.4058838,0.2487929,0.4707714,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:29.849,1303571669.850000,-1.0000000,135.8577423,-0.4279785,0.2508546,0.4745921,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:29.900,1303571669.900000,-1.0000000,135.8323059,-0.2770081,0.2519524,0.4755136,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:29.950,1303571669.950000,-1.0000000,135.7774200,-0.0759277,0.2526143,0.4765503,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:30.000,1303571670.000000,-1.0000000,135.8051453,-0.1562805,0.2518621,0.4749735,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:30.049,1303571670.050000,-1.0000000,135.8300934,-0.2641907,0.2519063,0.4749523,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:30.099,1303571670.100000,-1.0000000,135.8565216,-0.5441284,0.2527995,0.4763030,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:30.150,1303571670.150000,-1.0000000,135.7568054,-0.3618774,0.2521403,0.4748273,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:30.200,1303571670.200000,-1.0000000,135.8331604,-0.4348145,0.2517287,0.4746274,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:30.250,1303571670.250000,-1.0000000,135.9272156,-0.1689148,0.2391061,0.4511244,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:30.299,1303571670.300000,-1.0000000,135.9190826,-0.1251221,0.2397760,0.4521479,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:30.349,1303571670.350000,-1.0000000,135.8632965,0.1564969,0.2389117,0.4501494,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:30.400,1303571670.400000,-1.0000000,135.7754669,-0.1539917,0.2395988,0.4513275,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:30.450,1303571670.450000,-1.0000000,135.8791962,-0.4022217,0.2391544,0.4512028,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:30.500,1303571670.500000,-1.0000000,135.8113098,-0.3293762,0.2390652,0.4513619,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:30.549,1303571670.550000,-1.0000000,135.7699280,0.0702238,0.2381893,0.4495527,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:30.599,1303571670.600000,-1.0000000,135.8198090,-0.1158447,0.2387026,0.4507319,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:30.650,1303571670.650000,-1.0000000,135.8919067,-0.3775330,0.2391141,0.4517459,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:30.700,1303571670.700000,-1.0000000,135.9328613,-0.4094238,0.2388036,0.4513222,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:30.750,1303571670.750000,-1.0000000,135.9115143,-0.1135254,0.2386867,0.4502375,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:30.799,1303571670.800000,-1.0000000,135.8713379,-0.1621094,0.2391055,0.4507648,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:30.849,1303571670.850000,-1.0000000,135.7612152,0.2383822,0.2379619,0.4483116,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:30.900,1303571670.900000,-1.0000000,135.8821411,-0.2277527,0.2385577,0.4497347,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:30.950,1303571670.950000,-1.0000000,135.7965698,-0.3417358,0.2385853,0.4495465,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:31.000,1303571671.000000,-1.0000000,135.8035431,-0.3109131,0.2383967,0.4485776,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:31.049,1303571671.050000,-1.0000000,135.7639618,-0.3366394,0.2385050,0.4487095,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:31.099,1303571671.100000,-1.0000000,135.9273529,-0.2338867,0.2386765,0.4491045,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:31.150,1303571671.150000,-1.0000000,135.8983765,-0.2085876,0.2381512,0.4480341,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:31.200,1303571671.200000,-1.0000000,135.7618103,0.1832560,0.2380987,0.4480138,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:31.250,1303571671.250000,-1.0000000,135.8029633,0.0747590,0.2380883,0.4482364,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:31.299,1303571671.300000,-1.0000000,135.8728790,-0.2083740,0.2383005,0.4491029,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:31.349,1303571671.350000,-1.0000000,135.8309021,-0.2090149,0.2387685,0.4498201,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:31.400,1303571671.400000,-1.0000000,135.8474274,-0.2666321,0.2381586,0.4490981,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:31.450,1303571671.450000,-1.0000000,135.8407440,-0.0797729,0.2380224,0.4491363,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:31.500,1303571671.500000,-1.0000000,135.8571014,-0.1122742,0.2386740,0.4501214,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:31.549,1303571671.550000,-1.0000000,135.7934265,0.2129809,0.2380770,0.4485385,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:31.599,1303571671.600000,-1.0000000,135.7982788,-0.2810669,0.2380280,0.4488336,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:31.650,1303571671.650000,-1.0000000,135.9004822,-0.1404114,0.2380411,0.4488183,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:31.700,1303571671.700000,-1.0000000,135.9288635,-0.3415833,0.2384939,0.4492092,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:31.750,1303571671.750000,-1.0000000,135.7852020,-0.0292969,0.2381577,0.4483016,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:31.799,1303571671.800000,-1.0000000,135.8548737,-0.1809998,0.2386133,0.4489644,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:31.849,1303571671.850000,-1.0000000,135.8848572,-0.3426819,0.2385201,0.4487273,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:31.900,1303571671.900000,-1.0000000,135.8127747,-0.3128357,0.2385999,0.4487549,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:31.950,1303571671.950000,-1.0000000,135.8326569,-0.0114441,0.2384883,0.4485183,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:32.000,1303571672.000000,-1.0000000,135.8409271,-0.1152344,0.2381322,0.4482618,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:32.049,1303571672.050000,-1.0000000,135.8769379,-0.1212158,0.2383462,0.4485529,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:32.099,1303571672.100000,-1.0000000,135.9009247,-0.3367920,0.2390580,0.4496740,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:32.150,1303571672.150000,-1.0000000,135.8559570,-0.3186035,0.2383059,0.4483208,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:32.200,1303571672.200000,-1.0000000,135.8168640,-0.1138916,0.2379206,0.4477832,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:32.250,1303571672.250000,-1.0000000,135.9306946,-0.2854309,0.2377248,0.4472564,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:32.299,1303571672.300000,-1.0000000,135.8839874,-0.2741089,0.2382108,0.4483043,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:32.349,1303571672.350000,-1.0000000,135.8817596,-0.4705200,0.2394847,0.4505818,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:32.400,1303571672.400000,-1.0000000,135.8014069,-0.2987366,0.2389240,0.4504376,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:32.450,1303571672.450000,-1.0000000,135.8911743,-0.0899353,0.2386141,0.4494932,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:32.500,1303571672.500000,-1.0000000,135.9125214,-0.4057312,0.2384761,0.4495670,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:32.549,1303571672.550000,-1.0000000,135.9786224,-0.5858154,0.2390468,0.4502182,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:32.599,1303571672.600000,-1.0000000,135.8410645,-0.0650635,0.2388923,0.4491725,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:32.650,1303571672.650000,-1.0000000,135.9441071,-0.2458191,0.2394968,0.4501151,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:32.700,1303571672.700000,-1.0000000,135.8848724,-0.3767090,0.2385747,0.4486511,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:32.750,1303571672.750000,-1.0000000,135.7897949,-0.1324768,0.2382978,0.4484435,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:32.799,1303571672.800000,-1.0000000,135.9202881,-0.3118591,0.2383862,0.4485786,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:32.849,1303571672.850000,-1.0000000,135.9012604,-0.2316589,0.2373340,0.4461996,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:32.900,1303571672.900000,-1.0000000,135.8518219,-0.2397156,0.2369461,0.4455421,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:32.950,1303571672.950000,-1.0000000,135.8045502,-0.2585449,0.2374517,0.4466624,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:33.000,1303571673.000000,-1.0000000,135.9207001,-0.3703613,0.2367812,0.4452155,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:33.049,1303571673.050000,-1.0000000,135.8684845,-0.2263794,0.2371037,0.4451350,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:33.099,1303571673.100000,-1.0000000,135.8961029,-0.4818420,0.2371793,0.4455119,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:33.150,1303571673.150000,-1.0000000,135.9489136,-0.4018250,0.2363586,0.4435976,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:33.200,1303571673.200000,-1.0000000,135.8453369,-0.2410889,0.2357525,0.4421952,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:33.250,1303571673.250000,-1.0000000,135.8370056,-0.2785950,0.2358461,0.4424751,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:33.299,1303571673.300000,-1.0000000,135.8677826,-0.3125000,0.2360490,0.4426506,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:33.349,1303571673.350000,-1.0000000,135.9069977,-0.4179077,0.2373974,0.4454931,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:33.400,1303571673.400000,-1.0000000,135.8542786,-0.1301880,0.2365503,0.4440726,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:33.450,1303571673.450000,-1.0000000,135.9008331,-0.0650330,0.2367562,0.4444439,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:33.500,1303571673.500000,-1.0000000,135.8963928,-0.2872009,0.2365621,0.4443372,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:33.549,1303571673.550000,-1.0000000,135.7994995,-0.0068970,0.2357368,0.4431622,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:33.599,1303571673.600000,-1.0000000,135.8831940,-0.1931152,0.2353495,0.4426040,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:33.650,1303571673.650000,-1.0000000,135.8207703,-0.2649231,0.2353854,0.4427906,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:33.700,1303571673.700000,-1.0000000,135.8479919,-0.1232300,0.2351756,0.4424977,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:33.750,1303571673.750000,-1.0000000,135.8618469,-0.1726379,0.2362485,0.4445044,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:33.799,1303571673.800000,-1.0000000,135.8451080,-0.2337646,0.2363589,0.4443361,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:33.849,1303571673.850000,-1.0000000,135.9203796,-0.0213318,0.2363624,0.4434853,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:33.900,1303571673.900000,-1.0000000,135.8661194,-0.0909119,0.2365943,0.4442074,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:33.950,1303571673.950000,-1.0000000,135.7083282,0.0643678,0.2362085,0.4435185,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:34.000,1303571674.000000,-1.0000000,135.8415527,0.0345263,0.2360694,0.4435962,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:34.049,1303571674.050000,-1.0000000,135.8528748,-0.0949707,0.2361430,0.4439593,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:34.099,1303571674.100000,-1.0000000,135.9062042,-0.2294617,0.2363424,0.4446468,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:34.150,1303571674.150000,-1.0000000,135.8588715,-0.0057373,0.2370323,0.4450363,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:34.200,1303571674.200000,-1.0000000,135.9256744,-0.2944946,0.2370169,0.4451850,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:34.250,1303571674.250000,-1.0000000,135.7745514,-0.1484375,0.2485129,0.4656584,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:34.299,1303571674.300000,-1.0000000,135.6953278,-0.4238586,0.2482719,0.4654507,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:34.349,1303571674.350000,-1.0000000,135.8020782,0.0081016,0.2482317,0.4650429,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:34.400,1303571674.400000,-1.0000000,135.8695831,-0.3759460,0.2500011,0.4668635,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:34.450,1303571674.450000,-1.0000000,135.7989044,-0.2874451,0.2490684,0.4650054,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:34.500,1303571674.500000,-1.0000000,135.7745056,-0.1626587,0.2484770,0.4639046,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:34.549,1303571674.550000,-1.0000000,135.7981567,-0.1745300,0.2485828,0.4638984,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:34.599,1303571674.600000,-1.0000000,135.8545990,0.0258312,0.2483413,0.4634531,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:34.650,1303571674.650000,-1.0000000,135.8656311,-0.3885803,0.2480204,0.4628478,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:34.700,1303571674.700000,-1.0000000,135.7570038,-0.2939148,0.2472126,0.4611861,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:34.750,1303571674.750000,-1.0000000,135.7793579,-0.0584717,0.2473666,0.4612809,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:34.799,1303571674.800000,-1.0000000,135.8339233,-0.4077148,0.2475619,0.4617409,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:34.849,1303571674.850000,-1.0000000,135.8035431,-0.2525330,0.2480402,0.4631308,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:34.900,1303571674.900000,-1.0000000,135.7836609,-0.4583740,0.2484851,0.4638905,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:34.950,1303571674.950000,-1.0000000,135.7975311,-0.4710693,0.2482535,0.4633025,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:35.000,1303571675.000000,-1.0000000,135.7963104,-0.1104126,0.2485594,0.4636058,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:35.049,1303571675.050000,-1.0000000,135.7224884,-0.2720642,0.2474851,0.4621440,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:35.099,1303571675.100000,-1.0000000,135.8487549,-0.5790100,0.2482600,0.4643944,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:35.150,1303571675.150000,-1.0000000,135.7449951,-0.2168884,0.2478945,0.4638796,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:35.200,1303571675.200000,-1.0000000,135.8298798,-0.5169678,0.2481286,0.4652048,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:35.250,1303571675.250000,-1.0000000,135.8299408,0.0147134,0.2470920,0.4630668,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:35.299,1303571675.300000,-1.0000000,135.7914429,0.1154634,0.2473557,0.4639467,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:35.349,1303571675.350000,-1.0000000,135.7272644,-0.0241699,0.2478364,0.4649557,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:35.400,1303571675.400000,-1.0000000,135.8107910,-0.2497559,0.2462034,0.4630663,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:35.450,1303571675.450000,-1.0000000,135.8131104,-0.3876953,0.2462685,0.4629845,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:35.500,1303571675.500000,-1.0000000,135.8254242,-0.2947083,0.2458084,0.4619702,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:35.549,1303571675.550000,-1.0000000,135.7521667,-0.1052246,0.2459625,0.4623439,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:35.599,1303571675.600000,-1.0000000,135.7375488,-0.2592468,0.2460180,0.4627274,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:35.650,1303571675.650000,-1.0000000,135.8464203,-0.4376831,0.2455193,0.4621882,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:35.700,1303571675.700000,-1.0000000,135.8298645,-0.2280579,0.2467530,0.4643232,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:35.750,1303571675.750000,-1.0000000,135.7505646,-0.0008240,0.2467694,0.4650400,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:35.799,1303571675.800000,-1.0000000,135.7311707,-0.1358032,0.2464486,0.4643074,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:35.849,1303571675.850000,-1.0000000,135.7729034,-0.0762024,0.2465667,0.4646257,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:35.900,1303571675.900000,-1.0000000,135.8109741,-0.3738098,0.2456634,0.4636883,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:35.950,1303571675.950000,-1.0000000,135.7430420,-0.5869751,0.2463272,0.4650755,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:36.000,1303571676.000000,-1.0000000,135.7272949,-0.1729736,0.2458509,0.4639252,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:36.049,1303571676.050000,-1.0000000,135.8096466,-0.3524475,0.2458940,0.4644072,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:36.099,1303571676.100000,-1.0000000,135.7452698,-0.2598267,0.2452838,0.4630641,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:36.150,1303571676.150000,-1.0000000,135.8895569,-0.4405212,0.2454023,0.4637944,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:36.200,1303571676.200000,-1.0000000,135.8022919,-0.2180786,0.2452230,0.4635699,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:36.250,1303571676.250000,-1.0000000,135.7749481,-0.0187073,0.2448733,0.4631085,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:36.299,1303571676.300000,-1.0000000,135.7145081,-0.2680054,0.2442752,0.4622897,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:36.349,1303571676.350000,-1.0000000,135.8519135,-0.3624573,0.2446291,0.4626421,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:36.400,1303571676.400000,-1.0000000,135.7998352,-0.4420471,0.2431475,0.4606141,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:36.450,1303571676.450000,-1.0000000,135.7312775,-0.1266174,0.2430840,0.4594671,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:36.500,1303571676.500000,-1.0000000,135.9125977,-0.3314209,0.2429815,0.4591014,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:36.549,1303571676.550000,-1.0000000,135.7721710,-0.2168579,0.2421678,0.4578213,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:36.599,1303571676.600000,-1.0000000,135.7967682,-0.0410461,0.2422349,0.4578005,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:36.650,1303571676.650000,-1.0000000,135.8453827,-0.1580505,0.2428945,0.4594184,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:36.700,1303571676.700000,-1.0000000,135.8837433,-0.3993225,0.2424193,0.4583457,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:36.750,1303571676.750000,-1.0000000,135.8420258,-0.1598206,0.2425588,0.4588411,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:36.799,1303571676.800000,-1.0000000,135.7936249,-0.3427734,0.2429408,0.4589770,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:36.849,1303571676.850000,-1.0000000,135.8427582,-0.3126221,0.2440272,0.4606872,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:36.900,1303571676.900000,-1.0000000,135.8426666,-0.3622437,0.2452455,0.4629416,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:36.950,1303571676.950000,-1.0000000,135.7874603,-0.1142273,0.2448011,0.4620371,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:37.000,1303571677.000000,-1.0000000,135.8144379,-0.3380737,0.2444179,0.4617337,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:37.049,1303571677.050000,-1.0000000,135.7658691,-0.2249451,0.2453422,0.4634125,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:37.099,1303571677.100000,-1.0000000,135.8348846,-0.1369934,0.2441120,0.4614821,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:37.150,1303571677.150000,-1.0000000,135.8497009,-0.2400513,0.2442587,0.4616293,31,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:14:37.200,1303571677.200000,-1.0000000,135.7028046,-0.2869263,0.2455536,0.4639869,31,4,SOL_COMPUTED,NARROW_INT
