gps_time,gps_seconds,baseline_length(m),heading(deg),pitch(deg),hdg_stdev(deg),ptch_stdev(deg),num_sats_used,sol_source,solution_status,position_type
2021-04-22 15:19:13.250,1303571953.250000,-1.0000000,137.1536102,-0.2437744,0.4478388,1.1210046,33,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:13.299,1303571953.300000,-1.0000000,137.2008820,-0.2053223,0.4474827,1.1213751,33,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:13.349,1303571953.350000,-1.0000000,137.1349182,-1.0244141,0.2964319,0.5383080,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:13.400,1303571953.400000,-1.0000000,137.0120239,-1.0641479,0.2960987,0.5383536,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:13.450,1303571953.450000,-1.0000000,137.1932526,-0.9103394,0.2958939,0.5393154,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:13.500,1303571953.500000,-1.0000000,137.0937347,-1.1413574,0.2960979,0.5385896,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:13.549,1303571953.550000,-1.0000000,137.1344910,-1.1612549,0.2963804,0.5386234,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:13.599,1303571953.600000,-1.0000000,137.1051331,-1.0638428,0.2957156,0.5373659,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:13.650,1303571953.650000,-1.0000000,137.0655823,-0.7966614,0.2945712,0.5358589,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:13.700,1303571953.700000,-1.0000000,136.9710693,-1.0307922,0.2947964,0.5361845,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:13.750,1303571953.750000,-1.0000000,137.0929108,-0.7211914,0.2954377,0.5366483,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:13.799,1303571953.800000,-1.0000000,136.9812469,-1.2124939,0.2958303,0.5367491,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:13.849,1303571953.850000,-1.0000000,137.3094940,-0.9598694,0.2949759,0.5348732,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:13.900,1303571953.900000,-1.0000000,137.1495056,-0.6010132,0.2945935,0.5342367,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:13.950,1303571953.950000,-1.0000000,137.0708008,-1.1689453,0.2946672,0.5342610,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:14.000,1303571954.000000,-1.0000000,137.1441498,-0.8639526,0.2945457,0.5343582,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:14.049,1303571954.050000,-1.0000000,137.0910492,-1.0886230,0.2954389,0.5360376,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:14.099,1303571954.100000,-1.0000000,137.0097504,-1.0133972,0.2948609,0.5346721,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:14.150,1303571954.150000,-1.0000000,137.1642914,-0.6657410,0.2946882,0.5337973,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:14.200,1303571954.200000,-1.0000000,137.0805969,-0.6355286,0.2959718,0.5375293,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:14.250,1303571954.250000,-1.0000000,137.1063385,-1.0280457,0.2953914,0.5373998,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:14.299,1303571954.300000,-1.0000000,137.3243256,-0.8212280,0.4476581,1.1196672,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:14.349,1303571954.350000,-1.0000000,137.0238342,-0.8146667,0.4470915,1.1164486,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:14.400,1303571954.400000,-1.0000000,137.2320862,-0.2536316,0.4480825,1.1185601,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:14.450,1303571954.450000,-1.0000000,137.4190216,-0.3138733,0.4470421,1.1202197,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:14.500,1303571954.500000,-1.0000000,137.2141266,-0.0824280,0.4472413,1.1200681,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:14.549,1303571954.550000,-1.0000000,137.2594604,-0.4718323,0.4483016,1.1205009,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:14.599,1303571954.600000,-1.0000000,137.3372650,-0.0806885,0.4468833,1.1174537,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:14.650,1303571954.650000,-1.0000000,137.2631683,-0.3815308,0.4465044,1.1183186,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:14.700,1303571954.700000,-1.0000000,137.2965240,-0.0723267,0.4476390,1.1204513,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:14.750,1303571954.750000,-1.0000000,137.2457123,0.3440259,0.4471631,1.1179340,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:14.799,1303571954.800000,-1.0000000,137.1643219,-0.1087341,0.4496294,1.1224704,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:14.849,1303571954.850000,-1.0000000,137.1627502,-0.3663025,0.4509603,1.1277008,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:14.900,1303571954.900000,-1.0000000,137.2897949,-0.2495728,0.4522095,1.1301529,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:14.950,1303571954.950000,-1.0000000,137.3570709,-0.4181213,0.4522381,1.1322949,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:15.000,1303571955.000000,-1.0000000,137.3170929,0.1166260,0.4501941,1.1274393,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:15.049,1303571955.050000,-1.0000000,137.2321625,0.2138767,0.4540328,1.1368526,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:15.099,1303571955.100000,-1.0000000,137.2239227,0.2649715,0.4539798,1.1352688,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:15.150,1303571955.150000,-1.0000000,137.3502350,-0.0573425,0.4521856,1.1284186,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:15.200,1303571955.200000,-1.0000000,137.2106018,-0.2248840,0.4515952,1.1280357,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:15.250,1303571955.250000,-1.0000000,137.1871338,-0.0151062,0.4527281,1.1302053,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:15.299,1303571955.300000,-1.0000000,137.1043854,-0.7137451,0.2999770,0.5784828,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:15.349,1303571955.350000,-1.0000000,137.0725861,-0.5815125,0.2998357,0.5778864,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:15.400,1303571955.400000,-1.0000000,137.1909790,-0.7883301,0.3003955,0.5788661,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:15.450,1303571955.450000,-1.0000000,137.1659851,-0.6131287,0.3005481,0.5783244,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:15.500,1303571955.500000,-1.0000000,137.0446167,-0.7554016,0.3012040,0.5793667,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:15.549,1303571955.550000,-1.0000000,137.1718445,-0.5750732,0.3012427,0.5787518,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:15.599,1303571955.600000,-1.0000000,137.2066956,-0.3559265,0.3005192,0.5776498,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:15.650,1303571955.650000,-1.0000000,137.1345062,-0.4858704,0.3013701,0.5795653,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:15.700,1303571955.700000,-1.0000000,137.1656799,-0.8377991,0.3013072,0.5785612,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:15.750,1303571955.750000,-1.0000000,137.1892090,-0.7626038,0.3011431,0.5771914,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:15.799,1303571955.800000,-1.0000000,137.0636139,-0.7565002,0.3007790,0.5766681,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:15.849,1303571955.850000,-1.0000000,137.1472015,-0.7065735,0.3000139,0.5754909,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:15.900,1303571955.900000,-1.0000000,137.1352081,-0.3830872,0.2986670,0.5733383,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:15.950,1303571955.950000,-1.0000000,137.2595673,-0.5496216,0.2992393,0.5734380,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:16.000,1303571956.000000,-1.0000000,137.1002808,-0.3326416,0.2988511,0.5723380,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:16.049,1303571956.050000,-1.0000000,137.1554260,-0.5627441,0.2995999,0.5732142,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:16.099,1303571956.100000,-1.0000000,137.0341949,-0.7719727,0.2991181,0.5725213,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:16.150,1303571956.150000,-1.0000000,137.1785431,-0.4823914,0.2990285,0.5728838,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:16.200,1303571956.200000,-1.0000000,137.1092834,-0.4093628,0.2991759,0.5731530,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:16.250,1303571956.250000,-1.0000000,137.1910858,-0.5315857,0.2981518,0.5714648,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:16.299,1303571956.300000,-1.0000000,137.3144073,0.1362458,0.4510311,1.1257075,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:16.349,1303571956.350000,-1.0000000,137.0851440,0.5656205,0.4493566,1.1210420,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:16.400,1303571956.400000,-1.0000000,137.2307739,0.1765894,0.4520355,1.1255122,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:16.450,1303571956.450000,-1.0000000,137.2942810,-0.2625427,0.4539034,1.1298804,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:16.500,1303571956.500000,-1.0000000,137.3305817,-0.3149414,0.4556950,1.1339856,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:16.549,1303571956.550000,-1.0000000,137.1434326,-0.1505432,0.4544850,1.1314098,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:16.599,1303571956.600000,-1.0000000,137.4176941,-0.2399597,0.4538916,1.1309158,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:16.650,1303571956.650000,-1.0000000,137.3320312,0.0371431,0.4542633,1.1326036,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:16.700,1303571956.700000,-1.0000000,137.2021637,-0.0704041,0.4557156,1.1364284,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:16.750,1303571956.750000,-1.0000000,137.2802734,-0.3856506,0.4535542,1.1300858,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:16.799,1303571956.800000,-1.0000000,137.0508118,0.0499873,0.4519631,1.1297195,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:16.849,1303571956.850000,-1.0000000,137.2008972,-0.1110229,0.4532880,1.1335547,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:16.900,1303571956.900000,-1.0000000,137.2404633,0.1599289,0.4504517,1.1274930,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:16.950,1303571956.950000,-1.0000000,137.2630920,0.2518605,0.4545991,1.1396110,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:17.000,1303571957.000000,-1.0000000,137.1859589,0.2708351,0.4543017,1.1394578,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:17.049,1303571957.050000,-1.0000000,137.2429047,-0.5905457,0.4561034,1.1444619,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:17.099,1303571957.100000,-1.0000000,137.3536072,0.1429057,0.4566507,1.1463165,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:17.150,1303571957.150000,-1.0000000,137.2112732,-0.1038818,0.4579319,1.1502601,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:17.200,1303571957.200000,-1.0000000,137.3370819,0.0233634,0.4570576,1.1465231,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:17.250,1303571957.250000,-1.0000000,137.3374023,-0.0072021,0.4553837,1.1419915,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:17.299,1303571957.300000,-1.0000000,137.0403290,-0.6906433,0.3000160,0.5399849,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:17.349,1303571957.350000,-1.0000000,137.1279602,-0.5539551,0.3003584,0.5402851,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:17.400,1303571957.400000,-1.0000000,137.2940979,-0.8291321,0.3000765,0.5394716,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:17.450,1303571957.450000,-1.0000000,137.2032166,-0.5935364,0.2998274,0.5399852,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:17.500,1303571957.500000,-1.0000000,137.1424103,-0.4659729,0.2991721,0.5386748,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:17.549,1303571957.550000,-1.0000000,137.1029968,-0.5564575,0.3004578,0.5406207,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:17.599,1303571957.600000,-1.0000000,137.1386261,-0.5262146,0.2995613,0.5391243,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:17.650,1303571957.650000,-1.0000000,137.1669922,-0.6580505,0.3007093,0.5411267,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:17.700,1303571957.700000,-1.0000000,137.1865692,-0.5650635,0.2994994,0.5380117,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:17.750,1303571957.750000,-1.0000000,137.1942291,-0.5197449,0.2982959,0.5368836,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:17.799,1303571957.800000,-1.0000000,137.2438049,-0.8507080,0.2982654,0.5368518,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:17.849,1303571957.850000,-1.0000000,137.2855835,-0.8302002,0.2974390,0.5360708,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:17.900,1303571957.900000,-1.0000000,137.1424866,-0.4676208,0.2963840,0.5353260,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:17.950,1303571957.950000,-1.0000000,137.0847168,-1.0482788,0.2963844,0.5351576,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:18.000,1303571958.000000,-1.0000000,137.1147461,-0.4963684,0.2967383,0.5354327,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:18.049,1303571958.050000,-1.0000000,137.2493896,-0.8787231,0.2968752,0.5360703,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:18.099,1303571958.100000,-1.0000000,137.1719208,-0.7187195,0.2966123,0.5345418,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:18.150,1303571958.150000,-1.0000000,137.1013947,-0.7327271,0.2963356,0.5333064,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:18.200,1303571958.200000,-1.0000000,137.1882477,-0.5505981,0.2967128,0.5333042,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:18.250,1303571958.250000,-1.0000000,137.1762085,-0.5484924,0.2974959,0.5348586,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:18.299,1303571958.300000,-1.0000000,137.1276245,-0.6403809,0.2964979,0.5331312,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:18.349,1303571958.350000,-1.0000000,137.1512299,-0.3465576,0.2969595,0.5332894,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:18.400,1303571958.400000,-1.0000000,137.2265778,-0.6792297,0.2956206,0.5314190,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:18.450,1303571958.450000,-1.0000000,137.1514130,-0.7752686,0.2953511,0.5307986,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:18.500,1303571958.500000,-1.0000000,137.1550293,-0.8269348,0.2952877,0.5310934,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:18.549,1303571958.550000,-1.0000000,137.1495819,-0.8173828,0.2977624,0.5346097,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:18.599,1303571958.600000,-1.0000000,137.1982574,-0.5892639,0.2976009,0.5343047,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:18.650,1303571958.650000,-1.0000000,137.2084808,-0.5063782,0.2973927,0.5335002,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:18.700,1303571958.700000,-1.0000000,137.1616364,-0.8009644,0.2965749,0.5323812,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:18.750,1303571958.750000,-1.0000000,137.1250916,-0.7036438,0.2971023,0.5326234,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:18.799,1303571958.800000,-1.0000000,137.2051086,-0.8856201,0.2967464,0.5314791,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:18.849,1303571958.850000,-1.0000000,137.1807251,-0.7560425,0.2956578,0.5296898,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:18.900,1303571958.900000,-1.0000000,137.2101440,-0.6209106,0.2946872,0.5281599,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:18.950,1303571958.950000,-1.0000000,137.0918121,-0.7197266,0.2943545,0.5274279,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:19.000,1303571959.000000,-1.0000000,137.0522308,-0.7744751,0.2944211,0.5287411,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:19.049,1303571959.050000,-1.0000000,137.1427460,-0.9739990,0.2933867,0.5270377,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:19.099,1303571959.100000,-1.0000000,137.1257935,-0.6875916,0.2937809,0.5277694,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:19.150,1303571959.150000,-1.0000000,137.1113281,-0.6718445,0.2924328,0.5263805,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:19.200,1303571959.200000,-1.0000000,137.1485291,-0.6445618,0.2915603,0.5255173,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:19.250,1303571959.250000,-1.0000000,137.0962219,-0.6548157,0.2911821,0.5249022,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:19.299,1303571959.300000,-1.0000000,137.0926514,-0.8785706,0.2319666,0.4038266,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:19.349,1303571959.350000,-1.0000000,137.1383514,-0.8899231,0.2318572,0.4042217,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:19.400,1303571959.400000,-1.0000000,137.1542511,-0.8954468,0.2327515,0.4054256,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:19.450,1303571959.450000,-1.0000000,137.1042480,-1.0828247,0.2335408,0.4067887,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:19.500,1303571959.500000,-1.0000000,137.1327362,-1.0335999,0.2331150,0.4053279,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:19.549,1303571959.550000,-1.0000000,137.0526733,-0.9728699,0.2334590,0.4052763,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:19.599,1303571959.600000,-1.0000000,136.9383087,-0.6801758,0.2340178,0.4055554,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:19.650,1303571959.650000,-1.0000000,137.1432037,-0.6752930,0.2339400,0.4059177,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:19.700,1303571959.700000,-1.0000000,137.1097565,-1.0341492,0.2335764,0.4053161,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:19.750,1303571959.750000,-1.0000000,137.0493469,-0.8771973,0.2342098,0.4061208,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:19.799,1303571959.800000,-1.0000000,137.0715179,-0.8053589,0.2337022,0.4053254,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:19.849,1303571959.850000,-1.0000000,137.0571899,-1.0662537,0.2339269,0.4057312,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:19.900,1303571959.900000,-1.0000000,137.0552673,-0.7984924,0.2346167,0.4059704,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:19.950,1303571959.950000,-1.0000000,137.0768890,-1.2014160,0.2340598,0.4056440,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:20.000,1303571960.000000,-1.0000000,137.0844116,-0.9943237,0.2332962,0.4037925,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:20.049,1303571960.050000,-1.0000000,137.0643463,-0.7482910,0.2333257,0.4041933,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:20.099,1303571960.100000,-1.0000000,137.0371246,-0.7437134,0.2329514,0.4037646,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:20.150,1303571960.150000,-1.0000000,137.0498657,-0.6274719,0.2325406,0.4035683,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:20.200,1303571960.200000,-1.0000000,136.9808502,-0.8073120,0.2323121,0.4036306,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:20.250,1303571960.250000,-1.0000000,137.0783539,-0.7048950,0.2314580,0.4026182,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:20.299,1303571960.300000,-1.0000000,137.1292725,-0.5303650,0.4428591,1.1085832,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:20.349,1303571960.350000,-1.0000000,137.2518005,-0.7573242,0.4451773,1.1145120,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:20.400,1303571960.400000,-1.0000000,137.3047485,0.4621886,0.4440631,1.1134405,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:20.450,1303571960.450000,-1.0000000,137.1929932,-0.1360474,0.4444758,1.1159817,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:20.500,1303571960.500000,-1.0000000,137.3647919,-0.8691406,0.4440203,1.1159222,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:20.549,1303571960.550000,-1.0000000,137.3183289,-0.1581421,0.4442166,1.1156991,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:20.599,1303571960.600000,-1.0000000,137.3210449,-0.8186340,0.4438215,1.1145279,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:20.650,1303571960.650000,-1.0000000,137.1911011,0.0205416,0.4434383,1.1136181,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:20.700,1303571960.700000,-1.0000000,137.1816406,-0.3981934,0.4433249,1.1154708,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:20.750,1303571960.750000,-1.0000000,137.2333832,-0.7127686,0.4424174,1.1151209,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:20.799,1303571960.800000,-1.0000000,137.3923798,0.1075657,0.4422243,1.1148598,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:20.849,1303571960.850000,-1.0000000,137.3967285,-0.3535461,0.4409605,1.1130303,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:20.900,1303571960.900000,-1.0000000,137.2110901,-0.8281555,0.4419805,1.1157082,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:20.950,1303571960.950000,-1.0000000,137.2006226,-0.2984314,0.4427691,1.1181397,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:21.000,1303571961.000000,-1.0000000,137.1773071,-0.1035461,0.4404370,1.1150054,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:21.049,1303571961.050000,-1.0000000,137.3821106,-0.2478943,0.4422804,1.1193161,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:21.099,1303571961.100000,-1.0000000,137.3101501,-0.0115356,0.4436048,1.1245302,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:21.150,1303571961.150000,-1.0000000,137.2014618,-0.5125122,0.4458282,1.1280310,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:21.200,1303571961.200000,-1.0000000,137.3107452,-0.6539917,0.4475273,1.1314050,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:21.250,1303571961.250000,-1.0000000,137.4234467,-0.2416992,0.4473859,1.1335403,34,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:21.299,1303571961.300000,-1.0000000,137.1886597,-0.7356262,0.2919612,0.5265913,35,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:21.349,1303571961.350000,-1.0000000,137.0572357,-1.1023865,0.2921117,0.5264197,35,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:21.400,1303571961.400000,-1.0000000,136.9769745,-0.9743042,0.2927094,0.5275670,35,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:21.450,1303571961.450000,-1.0000000,137.1023560,-0.7832031,0.2928668,0.5279339,35,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:21.500,1303571961.500000,-1.0000000,137.1565094,-0.7229309,0.2921496,0.5262586,35,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:21.549,1303571961.550000,-1.0000000,137.1514740,-0.5778503,0.2915801,0.5255333,35,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:21.599,1303571961.600000,-1.0000000,137.0958405,-0.8845825,0.2919444,0.5257890,35,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:21.650,1303571961.650000,-1.0000000,137.0289764,-1.1983337,0.2927088,0.5272310,35,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:21.700,1303571961.700000,-1.0000000,137.2025299,-0.5028381,0.2922574,0.5265819,35,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:21.750,1303571961.750000,-1.0000000,137.0503082,-0.8578186,0.2913240,0.5252353,35,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:21.799,1303571961.800000,-1.0000000,137.2255859,-0.9974976,0.2911552,0.5245895,35,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:21.849,1303571961.850000,-1.0000000,137.0491791,-0.7073059,0.2913343,0.5253519,35,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:21.900,1303571961.900000,-1.0000000,136.9914398,-0.9257507,0.2919631,0.5271156,35,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:21.950,1303571961.950000,-1.0000000,137.1036377,-0.5056152,0.2922324,0.5279018,35,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:22.000,1303571962.000000,-1.0000000,137.1615906,-0.5592957,0.2924790,0.5276553,35,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:22.049,1303571962.050000,-1.0000000,137.1024017,-0.7069092,0.2921907,0.5271517,35,4,SOL_COMPUTED,NARROW_INT
2021-04-22 15:19:22.099,1303571962.100000,-1.0000000,137.1767426,-0.7463989,0.2917097,0.5264077,35,4,SOL_COMPUTED,NARROW_INT
